Jour;Mois;Puissance moyenne journalière de l'injection RTE (W);Puissance moyenne journalière du refoulement RTE (W);Puissance moyenne journalière des pertes modélisées (W);Puissance moyenne journalière des consommations totales (W);Puissance moyenne journalière des consommations HTA télérelevées à courbe de charge (W);Puissance moyenne journalière des consommations totales profilées (W);Puissance moyenne journalière des consommations HTA profilées (W);Puissance moyenne journalière des consommations PME-PMI profilées (W);Puissance moyenne journalière des consommations professionnelles profilées (W);Puissance moyenne journalière des consommations résidentielles profilées (W);Puissance moyenne journalière de la production décentralisée totale (W);Puissance moyenne journalière de la production décentralisée télérelevée à courbe de charge (W);Puissance moyenne journalière de la production décentralisée profilée (W);Puissance moyenne journalière de la production photovoltaïque profilée (W);Puissance moyenne journalière de la production autre profilée (W);Température moyenne journalière réalisée lissée (°C);Température moyenne journalière normale lissée (°C);Puissance moyenne journalière de la production éolienne totale (W);Puissance moyenne journalière de la production photovoltaïque totale (W);Puissance moyenne journalière du soutirage net vers autres GRD (W);Puissance moyenne journalière des consommations HTA totales (W);Pseudo rayonnement;Puissance moyenne journalière de la production autre  (W)
2016-03-22;3;45021100813.0;1159818688.0;2982203966.0;46333328592.0;12970965800.0;33362362792.0;1757919133.0;6171944452.0;5575744069.0;19856755138.0;5881805350.0;5469267042.0;412538308.0;387934054.0;75975.0;8.3;9.2;2316557715.0;970766512.0;427554916.0;14728884933.0;;2594481122.0
2016-03-25;3;45014422542.0;819825063.0;2982936229.0;46109633021.0;12317815872.0;33791817150.0;1706499098.0;6066273765.0;5694914738.0;20324129549.0;5338318341.0;4925882451.0;412435889.0;387831832.0;75275.0;8.9;9.5;2142658556.0;634594777.0;440346569.0;14024314970.0;;2561065009.0
2016-04-01;4;45755095104.0;707714250.0;3055230083.0;45342974781.0;12470191243.0;32872783538.0;1709390133.0;5917850747.0;5582008185.0;19663534472.0;3782307087.0;3341757076.0;440550011.0;416035817.0;74889.0;9.5;10.3;1484506313.0;737426116.0;431483077.0;14179581376.0;;1560374658.0
2016-04-06;4;40302453354.0;1809488667.0;2568901709.0;41442766835.0;12624347582.0;28818419252.0;1686123578.0;5717315365.0;4923205957.0;16491774353.0;5883006940.0;5428689195.0;454317745.0;428536504.0;75107.0;11.6;10.9;3582153097.0;928333497.0;364303084.0;14310471160.0;;1372520347.0
2016-04-18;4;40609881167.0;628243229.0;2596533882.0;40312095875.0;11890111744.0;28421984131.0;1409537114.0;5223668492.0;4594439984.0;17194338539.0;3299158708.0;2811857347.0;487301361.0;461079052.0;70198.0;10.4;12.5;870603479.0;1130621247.0;372166889.0;13299648858.0;;1297933982.0
2016-05-16;5;30167571083.0;823566208.0;2047735110.0;30524658393.0;8364479675.0;22160178718.0;1332582709.0;3355914598.0;3239296519.0;14232384892.0;3502826941.0;2966887757.0;535939184.0;511424041.0;80109.0;13.3;16.0;999396646.0;1140011916.0;274438313.0;9697062384.0;;1363418380.0
2016-05-21;5;28446139688.0;1276300479.0;1903244235.0;29658367143.0;8969873151.0;20688493992.0;965987860.0;3711710656.0;3565769141.0;12445026335.0;4624884477.0;4088240014.0;536644463.0;512144664.0;80096.0;16.2;16.6;2044887062.0;1226128755.0;233112306.0;9935861011.0;;1353864757.0
2016-05-25;5;34655522896.0;562163271.0;2113549849.0;35110864842.0;12401538824.0;22709326018.0;1599497332.0;4833829196.0;4011205462.0;12264794029.0;3418764087.0;2872495653.0;546268435.0;522835024.0;79299.0;14.5;17.0;1013413708.0;1077019302.0;287709021.0;14001036156.0;;1328326778.0
2016-06-08;6;33122866313.0;649061958.0;1999023502.0;33620796935.0;12767187994.0;20853608941.0;1515694917.0;4663913036.0;3806815939.0;10867185049.0;3410101208.0;2861990958.0;548110250.0;526087105.0;93596.0;19.3;18.5;819048597.0;1221904077.0;264085125.0;14282882911.0;;1369148534.0
2016-06-13;6;32065745146.0;1231341021.0;1925367573.0;33156564860.0;11826603641.0;21329961219.0;1325502338.0;4728138689.0;3718611538.0;11557708656.0;4506516476.0;3950325076.0;556191399.0;535088536.0;92422.0;17.8;19.0;2218980243.0;987446904.0;258988166.0;13152105979.0;;1300089330.0
2016-06-21;6;33705769438.0;557750354.0;2043945319.0;34156963643.0;12751266226.0;21405697417.0;1535166358.0;4993188168.0;3997598021.0;10879744870.0;3326415046.0;2766336965.0;560078081.0;541070615.0;92077.0;18.1;19.7;821761028.0;1178372046.0;273525167.0;14286432584.0;;1326281973.0
2016-06-25;6;28075704875.0;946014667.0;1873220622.0;28903973800.0;9236271295.0;19667702505.0;942879235.0;3959700411.0;3506730450.0;11258392410.0;3877404021.0;3316189896.0;561214125.0;542216525.0;92501.0;20.5;20.1;1433375347.0;1149939692.0;229899806.0;10179150530.0;;1294088981.0
2016-07-15;7;29588569167.0;864137104.0;1838003206.0;30248731600.0;10164037773.0;20084693827.0;1097564354.0;4289455368.0;3568279000.0;11129395105.0;3624578626.0;3038020486.0;586558140.0;573588224.0;103975.0;18.0;21.4;1178934465.0;1369484328.0;262275882.0;11261602127.0;;1076159535.0
2016-07-31;7;26248851458.0;533333896.0;1825453915.0;26429829435.0;7633313298.0;18796516137.0;881612317.0;3697558236.0;3011396714.0;11205948870.0;2776160482.0;2202929257.0;573231225.0;561465967.0;103783.0;21.1;21.7;840769854.0;1003142995.0;236394694.0;8514925615.0;;932247542.0
2016-08-17;8;31485713271.0;380053958.0;1978991684.0;31427008509.0;10893440673.0;20533567835.0;1524349817.0;4885527328.0;3684583648.0;10439107042.0;2582213866.0;2030080660.0;552133207.0;541857165.0;101779.0;22.9;20.9;795026292.0;979177901.0;281872986.0;12417790490.0;;808009583.0
2016-08-23;8;32501562313.0;777662146.0;2056312761.0;32942068760.0;12215624743.0;20726444017.0;1548356658.0;4945856040.0;3703777115.0;10528454204.0;3564313987.0;3031733708.0;532580278.0;522425594.0;100498.0;22.3;20.4;1539413819.0;1225574608.0;289832632.0;13763981401.0;;799325469.0
2016-09-16;9;32774823063.0;924305292.0;2076847493.0;33119982689.0;12273003316.0;20846979373.0;1489430611.0;4600285238.0;4001605746.0;10755657778.0;3623916078.0;3174932639.0;448983439.0;440339780.0;98559.0;18.8;17.5;2067887243.0;761654891.0;277603667.0;13762433927.0;;794371583.0
2016-09-17;9;28230559083.0;1241331188.0;1992465319.0;28656375289.0;8963652390.0;19692722899.0;904203487.0;3693183934.0;3588761476.0;11506574001.0;3915367379.0;3466381715.0;448985664.0;440342099.0;98559.0;17.5;17.4;2227148451.0;868203280.0;255754667.0;9867855877.0;;820011683.0
2016-09-29;9;33344834042.0;1195879396.0;2120941481.0;33907116831.0;12791018504.0;21116098327.0;1536277838.0;4596176557.0;4004570178.0;10979073755.0;4171736354.0;3784394799.0;387341556.0;378151232.0;98842.0;17.8;15.8;2446507590.0;959912648.0;292632687.0;14327296342.0;;765315039.0
2016-10-02;10;27274412396.0;1054264396.0;1913396223.0;27544911021.0;7705750104.0;19839160917.0;750551558.0;3132145194.0;3151959230.0;12804504935.0;3494594689.0;3098547000.0;396047689.0;388653860.0;91633.0;15.6;15.4;1982557444.0;751112075.0;256435445.0;8456301662.0;;760925050.0
2016-10-12;10;42221680625.0;961808146.0;2857533989.0;41758642574.0;12874209327.0;28884433247.0;1613136165.0;5263205477.0;5111697374.0;16896394231.0;3747393676.0;3421514444.0;325879231.0;316748493.0;91537.0;10.4;14.1;2554687056.0;534410354.0;391089591.0;14487345492.0;;658293851.0
2016-10-14;10;42518189313.0;545142542.0;2884501997.0;41213252332.0;12431135216.0;28782117116.0;1603030339.0;5312445536.0;5171496046.0;16695145194.0;2529024983.0;2202829931.0;326195053.0;317074371.0;91572.0;11.0;13.8;1287112188.0;452159441.0;404317425.0;14034165555.0;;789746758.0
2016-10-16;10;32158887688.0;1092560479.0;2332291491.0;32284069568.0;7962932259.0;24321137309.0;796056261.0;3399050352.0;3681132147.0;16444898549.0;3864036017.0;3537836451.0;326199565.0;317078888.0;91572.0;12.9;13.5;2506607430.0;590503729.0;314002165.0;8758988520.0;;766921130.0
2016-10-20;10;41482594333.0;614589313.0;2791214330.0;40873203375.0;12831375098.0;28041828277.0;1629092382.0;5230571852.0;5089124094.0;16093039949.0;3193129568.0;2902962910.0;290166658.0;279782605.0;72180.0;11.8;12.9;1718606472.0;669569765.0;396716883.0;14460467480.0;;804949742.0
2016-10-27;10;41385459250.0;379067604.0;2782993830.0;40224764353.0;12703224779.0;27521539574.0;1617867437.0;5288140083.0;5001173193.0;15614358860.0;2400984651.0;2138931035.0;262053616.0;249002156.0;72218.0;12.2;11.9;703138979.0;640927378.0;399618115.0;14321092216.0;;1056918294.0
2016-10-30;10;33632889540.0;974871960.0;2462669645.0;33445779295.0;7851180230.0;25594599065.0;866753031.0;3493713343.0;3888637390.0;17345495301.0;3590703001.0;3338507767.0;252195235.0;239133091.0;71631.0;11.7;11.5;1997474333.0;658506404.0;340271641.0;8717933261.0;;934720810.0
2016-10-31;10;37043105250.0;866538958.0;2410237950.0;37075175927.0;10041220969.0;27033954958.0;1467554604.0;5127921937.0;4692492898.0;15745985520.0;3677944747.0;3446701701.0;231243045.0;215067133.0;71631.0;11.8;11.3;1874149521.0;664240508.0;369097160.0;11508775573.0;;1139554308.0
2016-11-07;11;48760874896.0;670747646.0;3469990362.0;48985409218.0;12760997089.0;36224412129.0;1735386361.0;6577190406.0;5945517618.0;21966317744.0;4846477931.0;4643257965.0;203219966.0;188635654.0;73397.0;7.0;10.3;1930160181.0;510079592.0;481205601.0;14496383450.0;;2406237410.0
2016-11-14;11;48652859375.0;391119813.0;3460089253.0;47994252617.0;12616038450.0;35378214167.0;1714533705.0;6514896565.0;5745573909.0;21403209988.0;3676907979.0;3495606799.0;181301180.0;165942098.0;73450.0;7.7;9.2;968472340.0;409302834.0;484305671.0;14330572155.0;;2299130701.0
2016-11-15;11;48158780292.0;593842729.0;3403977809.0;48243799272.0;13262995242.0;34980804029.0;1806763736.0;6462227965.0;5972499281.0;20739313047.0;4557251430.0;4375853632.0;181397798.0;166043572.0;73450.0;8.2;9.1;1819580944.0;442550829.0;474411911.0;15069758978.0;;2295117219.0
2016-11-27;11;40155525125.0;793030896.0;3062605258.0;40907765612.0;8371615273.0;32536150339.0;973290117.0;4395055943.0;4580359362.0;22587444917.0;5007238711.0;4839080882.0;168157829.0;152400941.0;77577.0;8.7;7.4;2082666861.0;449799385.0;399362069.0;9344905390.0;;2470320458.0
2016-11-28;11;48260439896.0;2419550042.0;3423062462.0;50056751408.0;12759414349.0;37297337059.0;1788599910.0;6598557342.0;5976979227.0;22933200580.0;8094218889.0;7940216590.0;154002298.0;138411831.0;77767.0;7.5;7.3;5244861243.0;390463074.0;455294873.0;14548014259.0;;2453974509.0
2016-12-09;12;52310287521.0;392907396.0;3813604710.0;51923420572.0;12938971288.0;38984449283.0;1785878622.0;6574105211.0;6477759231.0;24146706220.0;4353184466.0;4179419507.0;173764959.0;158994421.0;77915.0;6.2;6.0;1421053813.0;429743324.0;533539309.0;14724849910.0;;2497539305.0
2016-12-10;12;48120845188.0;507109021.0;3840558738.0;47760507702.0;9727739020.0;38032768682.0;1233050302.0;5548444148.0;5667094432.0;25584179801.0;4482349257.0;4308584694.0;173764563.0;158993882.0;77915.0;6.0;5.9;1600587250.0;413248291.0;495018983.0;10960789322.0;;2463593633.0
2016-12-11;12;45926441875.0;749846792.0;3621798250.0;45629139044.0;8729310068.0;36899828975.0;1076089553.0;4727443335.0;5010091745.0;26086204343.0;4556449457.0;4382686417.0;173763041.0;158992122.0;77915.0;6.2;5.8;1738670479.0;387341602.0;482107247.0;9805399621.0;;2425517231.0
2016-12-18;12;49172762125.0;141407271.0;3949121047.0;47727170279.0;8874224611.0;38852945668.0;1038155906.0;4879096004.0;5333497551.0;27602196207.0;3176238581.0;3009557694.0;166680887.0;152492365.0;92930.0;4.9;5.3;324248375.0;407873594.0;531302109.0;9912380517.0;;2442142515.0
2017-01-01;1;54081183188.0;110459167.0;4457712012.0;52119111447.0;7704887340.0;44414224107.0;1148329504.0;5349768141.0;6076249349.0;31839877113.0;3208413165.0;3062484743.0;145928422.0;134590613.0;92913.0;1.2;4.8;532878847.0;281480370.0;602313727.0;8853216844.0;;2392081893.0
2017-01-05;1;60940667333.0;577894646.0;4741396906.0;59660464700.0;13645206606.0;46015258094.0;1891561332.0;6952661554.0;7387116084.0;29783919124.0;4670421563.0;4515914507.0;154507056.0;142910395.0;94515.0;2.5;4.8;1773440743.0;397252041.0;631332645.0;15536767938.0;;2497729891.0
2017-01-09;1;57573641375.0;760981667.0;4369013044.0;56946513759.0;13075820609.0;43870693150.0;1900562615.0;7261372704.0;6695533734.0;28013224097.0;5101902421.0;4923341465.0;178560956.0;167153560.0;95271.0;3.5;4.8;2280815417.0;373874838.0;599035326.0;14976383224.0;;2445662797.0
2017-01-17;1;63281424292.0;1386380417.0;5010181929.0;62776881568.0;14103324559.0;48673557009.0;2169660133.0;8068140536.0;7784230667.0;30651525673.0;6549977755.0;6347669674.0;202308081.0;190885090.0;95795.0;1.7;5.0;3210026986.0;566469729.0;657958132.0;16272984692.0;;2771441657.0
2017-02-06;2;51983490833.0;995338313.0;3786796777.0;52380486678.0;12765382992.0;39615103686.0;1849372328.0;7053940301.0;6318253955.0;24393537103.0;5702674436.0;5442472778.0;260201658.0;240637034.0;100633.0;7.1;6.0;2374458208.0;528426193.0;523543501.0;14614755320.0;;2798379825.0
2017-03-01;3;48237362292.0;3502112521.0;3409106460.0;51017253514.0;13197914189.0;37819339325.0;1947477590.0;6579697616.0;6347185265.0;22944978855.0;10161670952.0;9799787813.0;361883139.0;339211493.0;99301.0;8.3;7.4;6698263035.0;660427910.0;470560748.0;15145391779.0;;2801380333.0
2017-03-04;3;40901774625.0;1939939917.0;3134385509.0;42550815053.0;9273027807.0;33277787246.0;1134915193.0;5181415866.0;5213298129.0;21748158058.0;7135635914.0;6773775958.0;361859956.0;339189485.0;99300.0;9.0;7.7;3783249257.0;566336721.0;412270060.0;10407943000.0;;2783533548.0
2017-03-24;3;43387249000.0;1177064000.0;2955697335.0;45061273783.0;12380479955.0;32680793828.0;1698458209.0;5958415573.0;5566734819.0;19457185227.0;6200895775.0;5751377049.0;449518727.0;426196877.0;117651.0;9.5;9.4;2671385576.0;667739391.0;394109657.0;14078938164.0;24;2860005267.0
2017-03-25;3;35939816542.0;3962400229.0;2669860150.0;39011081586.0;9074575516.0;29936506070.0;1098099262.0;4768182061.0;4779985380.0;19290239368.0;10020144226.0;9570617014.0;449527212.0;426205322.0;117651.0;10.4;9.5;6433652521.0;732687697.0;316618802.0;10172674778.0;52;2851290875.0
2017-03-27;3;37719001438.0;907983792.0;2468342606.0;39549869244.0;11963172912.0;27586696333.0;1505503832.0;5529520139.0;4567379091.0;15984293270.0;5568744520.0;5089661104.0;479083415.0;454571749.0;117648.0;11.7;9.8;1792861840.0;1000052103.0;361550315.0;13468676744.0;77;2774581362.0
2017-04-23;4;30741570000.0;1030583146.0;2208541288.0;31315544051.0;7805485596.0;23510058455.0;790403170.0;3331706982.0;3426213774.0;15961734528.0;4099905576.0;3505734882.0;594170694.0;574366475.0;139799.0;11.7;13.1;1641031056.0;1387843010.0;286807091.0;8595888766.0;93;1070942289.0
2017-05-07;5;30343931854.0;1626824917.0;2173666847.0;31228670074.0;7719305003.0;23509365072.0;749488213.0;3511460445.0;3476022029.0;15772394384.0;4972822463.0;4460738271.0;512084192.0;491893345.0;161613.0;12.8;14.9;2466220236.0;1159087838.0;287592479.0;8468793216.0;41;1347337931.0
2017-05-16;5;33182921521.0;615433688.0;2106510366.0;33735702211.0;12757301237.0;20978400973.0;1412530112.0;4702044259.0;3769779867.0;11094046735.0;3547942038.0;2792662146.0;755279892.0;734710193.0;165207.0;18.5;16.0;828280403.0;1518414130.0;273217294.0;14169831349.0;67;1201064679.0
2017-05-30;5;33300057708.0;606687146.0;2116646678.0;33559818752.0;12966799082.0;20593019671.0;1467790286.0;4795527701.0;3745814650.0;10583887033.0;3260815737.0;2759349243.0;501466494.0;482668341.0;161038.0;21.1;17.6;1076809167.0;1041950418.0;277720868.0;14434589368.0;34;1141987987.0
2017-06-02;6;33237993104.0;486113208.0;2110994514.0;33454283822.0;12718678623.0;20735605200.0;1508959470.0;4753125623.0;3875385161.0;10598134946.0;3087326887.0;2394318958.0;693007929.0;677083478.0;160845.0;21.0;17.9;489707139.0;1385771346.0;273928445.0;14227638093.0;64;1211754985.0
2017-06-07;6;31200824458.0;3017835208.0;1957443124.0;33315669874.0;12544337482.0;20771332393.0;1582050441.0;4799932866.0;3778083655.0;10611265431.0;7349559791.0;6701039799.0;648519993.0;632861521.0;161566.0;16.7;18.4;4669152597.0;1393919709.0;259436043.0;14126387923.0;63;1286406348.0
2017-06-08;6;32147823104.0;1198439896.0;2026954963.0;33581758462.0;12844301057.0;20737457405.0;1555774580.0;4891772375.0;3849530420.0;10440380029.0;4929405346.0;4174618139.0;754787207.0;739136350.0;122612.0;18.0;18.5;2112836007.0;1577274704.0;270075130.0;14400075637.0;67;1239232010.0
2017-07-03;7;31949976083.0;790551833.0;2083802091.0;32466164108.0;12167801009.0;20298363099.0;1446465350.0;4869317084.0;3497982831.0;10484597834.0;3669050734.0;3058183458.0;610867276.0;599324196.0;121654.0;18.7;20.7;1251982139.0;1306809085.0;278508785.0;13614266359.0;55;1110207316.0
2017-07-23;7;25707360125.0;2070944375.0;1832214229.0;26774144153.0;8032698802.0;18741445351.0;845785869.0;3674250014.0;3007931910.0;11213477559.0;5190802693.0;4723908382.0;466894312.0;457204438.0;124866.0;20.1;21.7;3208227701.0;1076156688.0;220860062.0;8878484671.0;34;906347735.0
2017-07-29;7;27479813667.0;1748021042.0;1985871721.0;28833510492.0;9105371782.0;19728138710.0;993520747.0;4252439034.0;3478534836.0;11003644093.0;5336661304.0;4708676111.0;627985193.0;618480971.0;124534.0;21.3;21.7;3077868521.0;1336675013.0;249071716.0;10098892529.0;60;922085201.0
2017-08-01;8;32570478229.0;423543292.0;2131342177.0;32336755906.0;11498313301.0;20838442605.0;1466609256.0;5017523438.0;3722342490.0;10631967420.0;2619604547.0;2100448222.0;519156324.0;509895902.0;124260.0;21.7;21.7;745959875.0;1034547444.0;298441401.0;12964922557.0;43;839096721.0
2017-08-09;8;29472218583.0;621171542.0;1886886023.0;29785480087.0;10012088872.0;19773391216.0;1378588413.0;4668383866.0;3581608770.0;10144810166.0;3095825908.0;2603132687.0;492693221.0;483761812.0;125317.0;18.7;21.4;1127269465.0;1072029819.0;274506840.0;11390677285.0;44;896526111.0
2017-08-29;8;34961653813.0;395206208.0;2328189958.0;34732165793.0;13342117689.0;21390048103.0;1526344491.0;5012549352.0;3935166451.0;10915987810.0;2795433326.0;2205898535.0;589534792.0;581069607.0;125312.0;24.3;19.7;830500625.0;1186016545.0;301525179.0;14868462180.0;70;778915268.0
2017-09-11;9;31173028458.0;4103622688.0;2022771180.0;33189513902.0;11879258851.0;21310255052.0;1356756486.0;4828516360.0;3775749191.0;11349233014.0;8392665035.0;7996319958.0;396345077.0;389285231.0;124494.0;16.0;18.2;6634111736.0;903200822.0;249785723.0;13236015337.0;41;855351909.0
2017-09-19;9;36768202208.0;655607958.0;2478902084.0;36405913598.0;12721063553.0;23684850045.0;1578675571.0;5121583388.0;4441352057.0;12543239029.0;3120265863.0;2727463486.0;392802377.0;385830893.0;170304.0;13.1;17.1;1389930007.0;918472643.0;348044431.0;14299739124.0;52;811862603.0
2017-09-29;9;33759265458.0;524511583.0;2226742476.0;33856860111.0;12455453957.0;21401406154.0;1409379635.0;4649488980.0;4067058083.0;11275479455.0;3147643766.0;2662748035.0;484895731.0;477349746.0;170848.0;17.8;15.8;1291471097.0;1075602955.0;298795053.0;13864833592.0;63;780569115.0
2017-10-05;10;35156175208.0;2100670646.0;2342393197.0;36138327568.0;12824558334.0;23313769234.0;1518479049.0;5030226730.0;4406104372.0;12358959083.0;5741077347.0;5283769833.0;457307514.0;450205089.0;242564.0;15.0;15.0;3869507160.0;1067462019.0;315861144.0;14343037383.0;76;804108168.0
2017-10-17;10;35080382708.0;711011750.0;2337422617.0;34695654110.0;12819965834.0;21875688276.0;1407271197.0;4507991012.0;4097918492.0;11862507574.0;2988480422.0;2579929785.0;408550637.0;400655979.0;243129.0;17.1;13.4;1348338958.0;912267299.0;324774652.0;14227237031.0;75;727874165.0
2017-10-19;10;34561742729.0;1865234458.0;2293654735.0;35197070619.0;12799411395.0;22397659224.0;1440218262.0;4699527930.0;4225871929.0;12032041104.0;5092446090.0;4824982243.0;267463847.0;259574595.0;221587.0;16.6;13.1;3746911292.0;548498470.0;298229007.0;14239629657.0;37;797036329.0
2017-10-22;10;29390969438.0;4055624292.0;2157696410.0;30780290286.0;7894384950.0;22885905336.0;774239389.0;3359313717.0;3563727672.0;15188624557.0;7866518702.0;7548055493.0;318463209.0;310581511.0;221587.0;14.0;12.6;6379454222.0;702776428.0;263877151.0;8668624339.0;52;784288052.0
2017-10-30;10;39850468250.0;981897458.0;2749704275.0;39543280183.0;11906853616.0;27636426567.0;1436239022.0;5202243762.0;4776604553.0;16221339230.0;3792091742.0;3471047222.0;321044520.0;311136795.0;221819.0;11.3;11.5;2184637403.0;780836650.0;367678075.0;13343092638.0;71;825598259.0
2017-11-04;11;34068835438.0;1542872396.0;2582541035.0;35374558834.0;9039794094.0;26334764740.0;933063863.0;4287005688.0;4304193478.0;16810501711.0;5764367931.0;5582697660.0;181670271.0;170285548.0;108235.0;12.3;10.7;3326264965.0;316103854.0;333231104.0;9972857957.0;27;2116412486.0
2017-11-13;11;46209146188.0;2013128792.0;3335037772.0;47992416661.0;12664204402.0;35328212259.0;1666740379.0;6619192028.0;5748356124.0;21293923727.0;7576725139.0;7307822799.0;268902341.0;256094359.0;97643.0;8.4;9.4;4208539028.0;628137332.0;445288101.0;14330944781.0;68;2733658183.0
2017-11-18;11;44797530979.0;808602063.0;3620751126.0;44787156387.0;9646982260.0;35140174128.0;1060672831.0;5026554336.0;5380115128.0;23672831832.0;4881868795.0;4638545542.0;243323254.0;230443400.0;117343.0;6.9;8.7;1814383215.0;606428400.0;462890199.0;10707655091.0;50;2455162117.0
2017-11-22;11;44552151042.0;2699695708.0;3170102126.0;46939527371.0;13147270822.0;33792256549.0;1626781609.0;6312275582.0;5691277353.0;20161922005.0;8683330726.0;8399079840.0;284250886.0;271032680.0;117311.0;9.1;8.1;5651268583.0;628745451.0;426156562.0;14774052431.0;66;2397078588.0
2017-12-07;12;54935307833.0;2841081458.0;4200633923.0;56659011566.0;13776426194.0;42882585372.0;1903475092.0;7213637540.0;7077077390.0;26688395350.0;9285949241.0;9129252618.0;156696623.0;138318536.0;127765.0;4.9;6.2;6378324333.0;320483425.0;520530127.0;15679901286.0;35;2570755572.0
2017-12-18;12;54227844021.0;1458741438.0;4134882225.0;54924255756.0;12912339331.0;42011916425.0;1763667284.0;7001901086.0;6356390829.0;26889957226.0;6824163380.0;6666791695.0;157371685.0;140920470.0;175322.0;5.4;5.3;3766279465.0;222210053.0;534127982.0;14676006615.0;41;2816518264.0
2018-01-01;1;39505806750.0;5300866417.0;3098966751.0;42596079744.0;7391855267.0;35204224477.0;1700007703.0;4914805444.0;4940893057.0;23648518273.0;11872683701.0;11729510333.0;143173368.0;123657585.0;186101.0;8.6;4.8;8673203285.0;293792891.0;382577538.0;9091862970.0;42;2897699248.0
2018-01-02;1;45639965750.0;3335777125.0;3276067133.0;48100539304.0;10252679488.0;37847859816.0;1774923018.0;6725912510.0;6345212278.0;23001812010.0;9521862212.0;9402610743.0;119251469.0;99752491.0;186101.0;8.6;4.8;6361966139.0;225267720.0;449444399.0;12027602506.0;29;2926377944.0
2018-01-04;1;44130840854.0;4297956000.0;3130344846.0;47366495877.0;12464023650.0;34902472226.0;1642599926.0;6380612425.0;5781324174.0;21097935702.0;11079601647.0;10962420521.0;117181126.0;97659404.0;186310.0;10.5;4.8;7946966931.0;245629973.0;415645778.0;14106623576.0;23;2871820736.0
2018-01-06;1;43705522938.0;732018000.0;3512740985.0;43831617392.0;9360460749.0;34471156643.0;1058530622.0;5313052746.0;5183328770.0;22916244505.0;4810476630.0;4685906455.0;124570175.0;104196701.0;186310.0;9.0;4.8;1643035188.0;202632357.0;439623189.0;10418991371.0;20;2947601022.0
2018-01-16;1;48292551750.0;4713088125.0;3529690252.0;51784015074.0;13345353216.0;38438661858.0;1827653205.0;6966189531.0;6239872496.0;23404946625.0;12173996082.0;12015681556.0;158314526.0;138031479.0;186375.0;7.6;5.0;8859604757.0;290417806.0;439754381.0;15173006421.0;36;3007778498.0
2018-01-18;1;49143550667.0;4448156813.0;3611281997.0;52430457346.0;13379188346.0;39051269000.0;1776205881.0;6726045417.0;6370089723.0;24178927980.0;11796215641.0;11615507701.0;180707940.0;160382060.0;207322.0;7.8;5.1;8368004653.0;382548616.0;449870152.0;15155394227.0;45;3028919826.0
2018-01-19;1;49695227417.0;1931508354.0;3668836033.0;51640289672.0;12973736912.0;38666552760.0;1694251730.0;6592411042.0;6261072594.0;24118817394.0;8027622848.0;7819055331.0;208567517.0;188241537.0;207325.0;7.3;5.1;4508770313.0;478596201.0;482216205.0;14667988642.0;51;3023667029.0
2018-01-22;1;45755189542.0;2998758875.0;3290503797.0;47879909050.0;12602244988.0;35277664062.0;1706886198.0;6677048896.0;5623899124.0;21269829844.0;8842669655.0;8686334239.0;156335416.0;135855244.0;207325.0;9.4;5.2;5642383729.0;288702205.0;428687474.0;14309131186.0;34;2894782118.0
2018-01-25;1;47184848125.0;1476070917.0;3427736283.0;48428057343.0;13204022099.0;35224035244.0;1704287776.0;6440563290.0;5761060616.0;21318123562.0;6600872442.0;6476557615.0;124314827.0;103813796.0;207263.0;9.5;5.4;3354312715.0;184012509.0;453856025.0;14908309875.0;15;3045170253.0
2018-01-30;1;49548887833.0;466421333.0;3654428183.0;49646475361.0;13265393380.0;36381081981.0;1838295692.0;6884191756.0;5980166003.0;21678428530.0;4711584085.0;4500688629.0;210895456.0;189955997.0;207881.0;8.2;5.6;1249901743.0;407200070.0;493147041.0;15103689072.0;47;3037354986.0
2018-02-06;2;60123626813.0;717502271.0;4764010901.0;59994994841.0;13893543444.0;46101451397.0;1993532018.0;7760478881.0;7468792899.0;28878647600.0;5939451067.0;5746880628.0;192570439.0;175369662.0;221553.0;2.8;6.0;2536291361.0;372801741.0;586569866.0;15887075462.0;21;3011335674.0
2018-02-09;2;60059625833.0;1101760396.0;4752520297.0;60842314224.0;13450814655.0;47391499569.0;1872113296.0;7474410797.0;7580213583.0;30464761893.0;7233891330.0;6980720946.0;253170384.0;235925422.0;221553.0;1.8;6.2;3639261979.0;546240202.0;596922247.0;15322927951.0;44;3029257288.0
2018-02-24;2;52926403875.0;2614689750.0;4464961809.0;54647506340.0;10112933603.0;44534572736.0;1228496445.0;6067182396.0;6534533141.0;30704360754.0;9328853389.0;8900978546.0;427874842.0;409979154.0;220953.0;2.7;7.1;5325605458.0;847053492.0;528099365.0;11341430048.0;69;3134467459.0
2018-02-26;2;60259431125.0;3112952458.0;4778908837.0;63040339287.0;13370210663.0;49670128623.0;1972352436.0;7843757407.0;7436160576.0;32417858204.0;11252430108.0;10751472464.0;500957645.0;482784742.0;220938.0;0.8;7.2;7003081528.0;1168430421.0;579660650.0;15342563099.0;88;3059190743.0
2018-02-27;2;66286837167.0;1116095771.0;5464429643.0;66959215263.0;14096909572.0;52862305691.0;2152892582.0;8180486487.0;8314815489.0;34214111133.0;7898435461.0;7414218863.0;484216598.0;466016186.0;248659.0;-1.0;7.3;3723769569.0;1121476654.0;645531950.0;16249802154.0;85;3030114058.0
